text,cleaned_text,label,split,post_id
the antichrist whom since last week is known to be netanyahu wants trump putin to let him kill all the christian arabs remaning n syria while all the muslim terrorists are now living in europe next israel will order politicians to send them all usa jobs,antichrist since last week known netanyahu want trump putin let kill christian arab remaning syria muslim terrorist living europe next israel order politician send usa job,Muslim/Arab,train,6581617_gab
funny how they bring in millions of ragheads and then bitch about anti kike sentiments,funny bring million ragheads bitch anti kike sentiment,General,train,23627866_gab
how would issues even be brought up to vote for in that system some kike will push drug legalization or gay marriage or something,would issue even brought vote system kike push drug legalization gay marriage something,General,train,20213902_gab
still not werds nigga you south afreekan too see i fig u for a retarded azz adherent this is amazing how ice block,still werds nigga south afreekan see fig retarded azz adherent amazing ice block,African,train,24015659_gab
<user> should not vr called zayn a sand nigger 🤷 🏻 ‍ ♀️ 🤷 🏻 ‍ ♀️,user called zayn sand nigger,African,train,1178773239566405633_twitter
in celebration of holocaust day i want to send a message to all people that jews are overrepresented in positions of power and actively conspire about ending the white race,celebration holocaust day want send message people jew overrepresented position power actively conspire ending white race,Jewish,train,18770401_gab
♫ rows and flows of golden hair and beaner border walls in the air and shitlord bannon everywhere i have looked at trump that way i have looked at trump from both sides now from up and down and still somehow it trump illusions i recall i really do not know trump at all ♫,row flow golden hair beaner border wall air shitlord bannon everywhere looked trump way looked trump side still somehow trump illusion recall really know trump,General,train,8354021_gab
i know liking men is ghetto 😷 but i ’ m different i swear 😓 i ’ m a bitch ass nigga 😌 scouts honor 👌 🏿 🥺,know liking men ghetto different swear bitch as nigga scout honor,African,train,1169068243501420549_twitter
if that ambulance chasing kike feminist cunt gloria allred is involved in a case you know itz jewshit,ambulance chasing kike feminist cunt gloria allred involved case know itz jewshit,Jewish,train,14605009_gab
<user> <user> thank you white person for telling me that i should not get upset about people making excuses for why a black man was murdered bless your heart,user user thank white person telling get upset people making excuse black man murdered bless heart,African,train,1179093059361017859_twitter
also the nigger she boon niglet generators ebt medicare public housing public transportation subsidies crime costs educational costs societal decay etc,also nigger boon niglet generator ebt medicare public housing public transportation subsidy crime cost educational cost societal decay etc,African,train,21206689_gab
that woeful scottish faggot millennial whiner only attacks little nicky fuentes and shamelessly cucks for fembot tara because woesy dreams of sucking der martin balls while martin fucks britt tara and that mudshark kike whore lauren,woeful scottish faggot millennial whiner attack little nicky fuentes shamelessly cucks fembot tara woesy dream sucking der martin ball martin fuck britt tara mudshark kike whore lauren,General,train,16026774_gab
why was that muzrat pos in austin who vetted him,muzrat po austin vetted,General,train,21716968_gab
facebook suspended me for doing almost the same thing i took a tiny almost random splice from the koran and put muslim where it said unbeliever obviously that was incitement to violence for the muslims but i was not inciting anyone i was just illustrating that it is just that,facebook suspended almost thing took tiny almost random splice koran put muslim said unbeliever obviously incitement violence muslim inciting anyone illustrating,Muslim/Arab,train,9101326_gab
